reservationId	financeFieldId	type	name	title	value	total	isIncludedInTotalPrice	isOverriddenByUser	isMandatory	isDeleted
53441745	223233872	accommodation	pricePerExtraPerson	Price for extra person	200.0	200.0	1	0	1	0
53554181	218252484	totals	totalPaid	Total paid	295.5	295.5	0	0	0	0
53554181	218252485	fee	cleaningFee	Cleaning fee	35.0	35.0	1	0	1	0
53554181	218252486	tax	salesTax	Sales tax	17.5	17.5	1	0	1	0
53554181	218252487	tax	airbnbTransientOccupancyTax	Airbnb transient occupancy tax	17.5	17.5	0	0	0	0
53554181	218252488	totals	airbnbPayoutSum	Airbnb payout sum	226.29	226.29	0	0	0	0
53554181	218252489	commissions	cancellationHostFee	Cancellation host fee	51.71	51.71	0	0	0	0
53554181	218252490	accommodation	baseRate	Base rate	243.0	243.0	1	0	1	0
53554181	218252491	commissions	hostChannelFee	Host channel fee	51.71	51.71	0	0	0	0
53554181	218252492	totals	totalPriceFromChannel	Total price from channel	295.5	295.5	0	0	0	0
53554181	235686582	other	reservationExpensesAndExtras	Reservation expenses and extras	20.0	20.0	0	0	0	0
55943028	229746007	totals	totalPaid	Total paid	703.46	703.46	0	0	0	0
55943028	229746014	commissions	hostChannelFee	Host channel fee	114.98	114.98	0	0	0	0
55943028	229746017	commissions	otaPaymentProcessingFee	OTA payment processing fee	9.85	9.85	0	0	0	0
55943028	229746019	fee	cleaningFee	Cleaning fee	55.0	55.0	1	0	1	0
55943028	229746021	tax	vat	VAT / GST	56.49	56.49	1	0	1	0
55943028	229746023	tax	cityTax	City / Tourism tax	27.11	27.11	1	0	1	0
55943028	229746024	accommodation	baseRate	Base rate	564.86	564.86	1	0	1	0
