reservationId	financeFieldId	type	name	title	value	total	isIncludedInTotalPrice	isOverriddenByUser	isMandatory	isDeleted
57280196	236839869	tax	vat	VAT / GST	18.08	18.08	1	0	1	0
57280196	236839870	tax	cityTax	City / Tourism tax	13.02	13.02	1	0	1	0
57280196	236839871	accommodation	baseRate	Base rate	180.82	180.82	1	0	1	0
57280196	236839872	totals	totalPriceFromChannel	Total price from channel	251.92	251.92	0	0	0	0
55669313	228290126	totals	totalPaid	Total paid	259.25	259.25	0	0	0	0
55669313	228290127	commissions	hostChannelFee	Host channel fee	41.94	41.94	0	0	0	0
55669313	228290128	commissions	otaPaymentProcessingFee	OTA payment processing fee	3.63	3.63	0	0	0	0
55669313	228290129	fee	cleaningFee	Cleaning fee	55.0	55.0	1	0	1	0
55669313	228290130	tax	vat	VAT / GST	17.43	17.43	1	0	1	0
55669313	228290131	tax	cityTax	City / Tourism tax	12.55	12.55	1	0	1	0
55669313	228290132	accommodation	baseRate	Base rate	174.27	174.27	1	0	1	0
55669313	228290133	totals	totalPriceFromChannel	Total price from channel	259.25	259.25	0	0	0	0
57157372	235853055	totals	totalPaid	Total paid	261.64	261.64	0	0	0	0
57157372	235853056	fee	cleaningFee	Cleaning fee	63.0	63.0	1	0	1	0
57157372	235853057	tax	salesTax	Sales tax	13.34	13.34	1	0	1	0
57157372	235853058	tax	airbnbTransientOccupancyTax	Airbnb transient occupancy tax	13.34	13.34	0	0	0	0
57157372	235853059	totals	airbnbPayoutSum	Airbnb payout sum	202.11	202.11	0	0	0	0
57157372	235853060	commissions	cancellationHostFee	Cancellation host fee	46.19	46.19	0	0	0	0
57157372	235853061	accommodation	baseRate	Base rate	185.3	185.3	1	0	1	0
57157372	235853062	commissions	hostChannelFee	Host channel fee	46.19	46.19	0	0	0	0
57157372	235853063	totals	totalPriceFromChannel	Total price from channel	261.64	261.64	0	0	0	0
56446560	232305169	totals	totalPaid	Total paid	228.67	228.67	0	0	0	0
56446560	232305175	fee	cleaningFee	Cleaning fee	40.0	40.0	1	0	1	0
56446560	232305177	tax	salesTax	Sales tax	12.67	12.67	1	0	1	0
56446560	232305179	tax	airbnbTransientOccupancyTax	Airbnb transient occupancy tax	12.67	12.67	0	0	0	0
56446560	232305180	totals	airbnbPayoutSum	Airbnb payout sum	175.82	175.82	0	0	0	0
56446560	232305181	commissions	cancellationHostFee	Cancellation host fee	40.18	40.18	0	0	0	0
56446560	232305182	accommodation	baseRate	Base rate	176.0	176.0	1	0	1	0
56446560	232305183	commissions	hostChannelFee	Host channel fee	40.18	40.18	0	0	0	0
56446560	232305184	totals	totalPriceFromChannel	Total price from channel	228.67	228.67	0	0	0	0
54991333	225101153	totals	totalPaid	Total paid	350.14	350.14	0	0	0	0
54991333	225101154	fee	cleaningFee	Cleaning fee	80.0	80.0	1	0	1	0
54991333	225101155	tax	salesTax	Sales tax	18.14	18.14	1	0	1	0
54991333	225101156	tax	airbnbTransientOccupancyTax	Airbnb transient occupancy tax	18.14	18.14	0	0	0	0
